group,stop,ci,time,dying,dif5,dif10,id,_STAT_,g_dif5,g_dif10,flag5,flag10
1,3670,0.009213779,10.05479452,0.921377916,5.054794521,0.054794521,191,MIN,0.005479452,0.008219178,,
1,3698,0.009264358,10.13150685,0.926435782,5.131506849,0.131506849,192,MIN,0.005479452,0.008219178,,
1,3712,0.009314964,10.16986301,0.931496427,5.169863014,0.169863014,193,MIN,0.005479452,0.008219178,,
1,3717,0.009365571,10.18356164,0.936557076,5.183561644,0.183561644,194,MIN,0.005479452,0.008219178,,
1,3719,0.009416183,10.1890411,0.941618325,5.189041096,0.189041096,195,MIN,0.005479452,0.008219178,,
1,3727,0.00946683,10.2109589,0.946682972,5.210958904,0.210958904,196,MIN,0.005479452,0.008219178,,
1,3755,0.009517539,10.28767123,0.951753887,5.287671233,0.287671233,197,MIN,0.005479452,0.008219178,,
1,3770,0.009568265,10.32876712,0.956826457,5.328767123,0.328767123,198,MIN,0.005479452,0.008219178,,
1,3835,0.009619009,10.50684932,0.961900863,5.506849315,0.506849315,199,MIN,0.005479452,0.008219178,,
1,3841,0.009669762,10.52328767,0.966976153,5.523287671,0.523287671,200,MIN,0.005479452,0.008219178,,
1,3850,0.009720527,10.54794521,0.972052651,5.547945206,0.547945206,201,MIN,0.005479452,0.008219178,,
1,3859,0.00977129,10.57260274,0.977128954,5.57260274,0.57260274,202,MIN,0.005479452,0.008219178,,
1,3866,0.009822064,10.59178082,0.982206416,5.591780822,0.591780822,203,MIN,0.005479452,0.008219178,,
1,3905,0.00987285,10.69863014,0.987284959,5.698630137,0.698630137,204,MIN,0.005479452,0.008219178,,
1,3927,0.009923638,10.75890411,0.992363792,5.75890411,0.75890411,205,MIN,0.005479452,0.008219178,,
1,3968,0.009974447,10.87123288,0.997444724,5.871232877,0.871232877,206,MIN,0.005479452,0.008219178,,
1,3981,0.010025269,10.90684932,1.002526913,5.906849315,0.906849315,207,MIN,0.005479452,0.008219178,,
1,3992,0.010076101,10.9369863,1.007610128,5.936986301,0.936986301,208,MIN,0.005479452,0.008219178,,
1,3994,0.010126934,10.94246575,1.012693399,5.942465753,0.942465753,209,MIN,0.005479452,0.008219178,,
1,3999,0.010177773,10.95616438,1.017777275,5.956164384,0.956164384,210,MIN,0.005479452,0.008219178,,
1,4001,0.010228612,10.96164384,1.022861208,5.961643836,0.961643836,211,MIN,0.005479452,0.008219178,,
1,4003,0.010279454,10.96712329,1.027945371,5.967123288,0.967123288,212,MIN,0.005479452,0.008219178,,
1,4005,0.010330297,10.97260274,1.033029707,5.97260274,0.97260274,213,MIN,0.005479452,0.008219178,,
1,4032,0.010381166,11.04657534,1.038116624,6.046575343,1.046575343,214,MIN,0.005479452,0.008219178,,
1,4037,0.010432033,11.06027397,1.043203311,6.060273973,1.060273973,215,MIN,0.005479452,0.008219178,,
1,4083,0.010482928,11.18630137,1.048292813,6.18630137,1.18630137,216,MIN,0.005479452,0.008219178,,
1,4098,0.010533832,11.22739726,1.053383223,6.22739726,1.22739726,217,MIN,0.005479452,0.008219178,,
1,4141,0.01058475,11.34520548,1.05847501,6.34520548,1.34520548,218,MIN,0.005479452,0.008219178,,
1,4153,0.010635672,11.37808219,1.063567227,6.378082192,1.378082192,219,MIN,0.005479452,0.008219178,,
1,4163,0.010686598,11.40547945,1.068659813,6.405479452,1.405479452,220,MIN,0.005479452,0.008219178,,
1,4169,0.010737534,11.42191781,1.07375336,6.421917808,1.421917808,221,MIN,0.005479452,0.008219178,,
1,4184,0.010788471,11.4630137,1.07884708,6.463013699,1.463013699,222,MIN,0.005479452,0.008219178,,
1,4203,0.010839417,11.51506849,1.0839417,6.515068493,1.515068493,223,MIN,0.005479452,0.008219178,,
1,4209,0.010890367,11.53150685,1.089036646,6.531506849,1.531506849,224,MIN,0.005479452,0.008219178,,
1,4220,0.010941323,11.56164384,1.094132313,6.561643836,1.561643836,225,MIN,0.005479452,0.008219178,,
1,4264,0.010992324,11.68219178,1.099232411,6.682191781,1.682191781,226,MIN,0.005479452,0.008219178,,
1,4267,0.011043323,11.69041096,1.104332313,6.690410959,1.690410959,227,MIN,0.005479452,0.008219178,,
1,4316,0.011094333,11.82465753,1.109433345,6.824657534,1.824657534,228,MIN,0.005479452,0.008219178,,
1,4324,0.011145345,11.84657534,1.114534468,6.846575343,1.846575343,229,MIN,0.005479452,0.008219178,,
1,4344,0.011196383,11.90136986,1.119638308,6.901369863,1.901369863,230,MIN,0.005479452,0.008219178,,
1,4388,0.011247443,12.02191781,1.124744329,7.021917808,2.021917808,231,MIN,0.005479452,0.008219178,,
1,4399,0.011298509,12.0520548,1.129850921,7.052054795,2.052054795,232,MIN,0.005479452,0.008219178,,
1,4411,0.011349578,12.08493151,1.134957824,7.084931507,2.084931507,233,MIN,0.005479452,0.008219178,,
1,4429,0.011400654,12.13424658,1.140065377,7.134246575,2.134246575,234,MIN,0.005479452,0.008219178,,
1,4435,0.011451726,12.15068493,1.14517262,7.150684932,2.150684932,235,MIN,0.005479452,0.008219178,,
1,4439,0.0115028,12.16164384,1.15028001,7.161643836,2.161643836,236,MIN,0.005479452,0.008219178,,
1,4474,0.011554374,12.25753425,1.15543742,7.257534247,2.257534247,237,MIN,0.005479452,0.008219178,,
1,4476,0.011605998,12.2630137,1.160599825,7.263013699,2.263013699,238,MIN,0.005479452,0.008219178,,
1,4485,0.011657722,12.28767123,1.165772167,7.287671233,2.287671233,239,MIN,0.005479452,0.008219178,,
1,4493,0.01170962,12.30958904,1.17096198,7.309589041,2.309589041,240,MIN,0.005479452,0.008219178,,
1,4524,0.011762501,12.39452055,1.176250098,7.394520548,2.394520548,241,MIN,0.005479452,0.008219178,,
1,4533,0.011815622,12.41917808,1.181562194,7.419178082,2.419178082,242,MIN,0.005479452,0.008219178,,
1,4536,0.011868779,12.42739726,1.186877914,7.42739726,2.42739726,243,MIN,0.005479452,0.008219178,,
1,4543,0.011922227,12.44657534,1.192222713,7.446575343,2.446575343,244,MIN,0.005479452,0.008219178,,
1,4552,0.01197634,12.47123288,1.197634012,7.471232877,2.471232877,245,MIN,0.005479452,0.008219178,,
1,4560,0.012030891,12.49315069,1.203089054,7.493150685,2.493150685,246,MIN,0.005479452,0.008219178,,
1,4568,0.012085545,12.51506849,1.208554529,7.515068493,2.515068493,247,MIN,0.005479452,0.008219178,,
1,4593,0.012140792,12.58356164,1.214079196,7.583561644,2.583561644,248,MIN,0.005479452,0.008219178,,
1,4594,0.012196093,12.58630137,1.219609307,7.58630137,2.58630137,249,MIN,0.005479452,0.008219178,,
1,4605,0.012251539,12.61643836,1.225153927,7.616438356,2.616438356,250,MIN,0.005479452,0.008219178,,
1,4607,0.012307053,12.62191781,1.230705323,7.621917808,2.621917808,251,MIN,0.005479452,0.008219178,,
1,4645,0.012363637,12.7260274,1.236363665,7.726027397,2.726027397,252,MIN,0.005479452,0.008219178,,
1,4651,0.012420414,12.74246575,1.242041352,7.742465753,2.742465753,253,MIN,0.005479452,0.008219178,,
1,4659,0.012477406,12.76438356,1.247740563,7.764383562,2.764383562,254,MIN,0.005479452,0.008219178,,
1,4694,0.012535279,12.86027397,1.253527865,7.860273973,2.860273973,255,MIN,0.005479452,0.008219178,,
1,4704,0.01265119,12.88767123,1.265119003,7.887671233,2.887671233,256,MIN,0.005479452,0.008219178,,
1,4706,0.012709209,12.89315069,1.270920912,7.893150685,2.893150685,257,MIN,0.005479452,0.008219178,,
1,4738,0.012768001,12.98082192,1.276800075,7.980821918,2.980821918,258,MIN,0.005479452,0.008219178,,
1,4769,0.012827514,13.06575343,1.282751388,8.065753425,3.065753425,259,MIN,0.005479452,0.008219178,,
1,4777,0.012887414,13.08767123,1.288741362,8.087671233,3.087671233,260,MIN,0.005479452,0.008219178,,
1,4799,0.012947961,13.14794521,1.294796057,8.147945206,3.147945206,261,MIN,0.005479452,0.008219178,,
1,4817,0.013009364,13.19726027,1.300936422,8.197260274,3.197260274,262,MIN,0.005479452,0.008219178,,
1,4851,0.013071973,13.29041096,1.307197327,8.290410959,3.290410959,263,MIN,0.005479452,0.008219178,,
1,4868,0.013135315,13.3369863,1.31353146,8.336986301,3.336986301,264,MIN,0.005479452,0.008219178,,
1,4886,0.01319944,13.38630137,1.319943971,8.38630137,3.38630137,265,MIN,0.005479452,0.008219178,,
1,4888,0.01326374,13.39178082,1.326374028,8.391780822,3.391780822,266,MIN,0.005479452,0.008219178,,
1,4903,0.013328855,13.43287671,1.332885465,8.432876712,3.432876712,267,MIN,0.005479452,0.008219178,,
1,4921,0.013394409,13.48219178,1.339440943,8.482191781,3.482191781,268,MIN,0.005479452,0.008219178,,
1,4927,0.013460163,13.49863014,1.346016341,8.498630137,3.498630137,269,MIN,0.005479452,0.008219178,,
1,4933,0.013526033,13.51506849,1.352603256,8.515068493,3.515068493,270,MIN,0.005479452,0.008219178,,
1,4964,0.013593592,13.6,1.35935923,8.6,3.6,271,MIN,0.005479452,0.008219178,,
1,4970,0.013661207,13.61643836,1.366120657,8.616438356,3.616438356,272,MIN,0.005479452,0.008219178,,
1,5000,0.013729676,13.69863014,1.372967606,8.698630137,3.698630137,273,MIN,0.005479452,0.008219178,,
1,5002,0.013798174,13.70410959,1.379817408,8.704109589,3.704109589,274,MIN,0.005479452,0.008219178,,
1,5066,0.013869123,13.87945206,1.386912284,8.879452055,3.879452055,275,MIN,0.005479452,0.008219178,,
1,5137,0.013943476,14.0739726,1.394347574,9.073972603,4.073972603,276,MIN,0.005479452,0.008219178,,
1,5184,0.014020371,14.20273973,1.402037058,9.202739726,4.202739726,277,MIN,0.005479452,0.008219178,,
1,5185,0.014097265,14.20547945,1.409726542,9.205479452,4.205479452,278,MIN,0.005479452,0.008219178,,
1,5189,0.014174598,14.21643836,1.417459778,9.216438356,4.216438356,279,MIN,0.005479452,0.008219178,,
1,5198,0.014252671,14.24109589,1.425267124,9.24109589,4.24109589,280,MIN,0.005479452,0.008219178,,
1,5201,0.014330797,14.24931507,1.433079669,9.249315069,4.249315069,281,MIN,0.005479452,0.008219178,,
1,5238,0.014411084,14.35068493,1.44110843,9.350684932,4.350684932,282,MIN,0.005479452,0.008219178,,
1,5247,0.014491792,14.37534247,1.449179198,9.375342466,4.375342466,283,MIN,0.005479452,0.008219178,,
1,5259,0.014573282,14.40821918,1.457328193,9.408219178,4.408219178,284,MIN,0.005479452,0.008219178,,
1,5270,0.014655489,14.43835616,1.465548868,9.438356164,4.438356164,285,MIN,0.005479452,0.008219178,,
1,5280,0.014738512,14.46575343,1.473851151,9.465753425,4.465753425,286,MIN,0.005479452,0.008219178,,
1,5288,0.01482247,14.48767123,1.482247045,9.487671233,4.487671233,287,MIN,0.005479452,0.008219178,,
1,5300,0.014907142,14.52054795,1.490714187,9.520547945,4.520547945,288,MIN,0.005479452,0.008219178,,
1,5324,0.014994016,14.58630137,1.4994016,9.58630137,4.58630137,289,MIN,0.005479452,0.008219178,,
1,5331,0.015081302,14.60547945,1.508130233,9.605479452,4.605479452,290,MIN,0.005479452,0.008219178,,
1,5361,0.015171203,14.68767123,1.517120263,9.687671233,4.687671233,291,MIN,0.005479452,0.008219178,,
1,5367,0.015261813,14.70410959,1.526181315,9.704109589,4.704109589,292,MIN,0.005479452,0.008219178,,
1,5407,0.015358025,14.81369863,1.535802505,9.81369863,4.81369863,293,MIN,0.005479452,0.008219178,,
1,5408,0.015454237,14.81643836,1.545423695,9.816438356,4.816438356,294,MIN,0.005479452,0.008219178,,
1,5446,0.015556038,14.92054795,1.555603749,9.920547945,4.920547945,295,MIN,0.005479452,0.008219178,,
1,5602,0.015697879,15.34794521,1.569787937,10.34794521,5.347945206,296,MIN,0.005479452,0.008219178,,
1,5650,0.015859459,15.47945206,1.585945934,10.47945206,5.479452055,297,MIN,0.005479452,0.008219178,,
1,5690,0.016044063,15.5890411,1.604406258,10.5890411,5.589041096,298,MIN,0.005479452,0.008219178,,
1,5701,0.016234962,15.61917808,1.623496162,10.61917808,5.619178082,299,MIN,0.005479452,0.008219178,,
1,5720,0.016436935,15.67123288,1.643693446,10.67123288,5.671232877,300,MIN,0.005479452,0.008219178,,
1,5842,0.016761553,16.00547945,1.676155318,11.00547945,6.005479452,301,MIN,0.005479452,0.008219178,,
1,5880,0.017138471,16.10958904,1.713847109,11.10958904,6.109589041,302,MIN,0.005479452,0.008219178,,
2,0,0,0,0,5,10,303,MIN,0.197260274,0.005479452,,
2,253,0.000136249,0.693150685,0.013624906,4.306849315,9.306849315,304,MIN,0.197260274,0.005479452,,
2,647,0.000272498,1.77260274,0.027249813,3.22739726,8.22739726,305,MIN,0.197260274,0.005479452,,
2,877,0.000408747,2.402739726,0.040874719,2.597260274,7.597260274,306,MIN,0.197260274,0.005479452,,
2,1038,0.000544996,2.843835616,0.054499625,2.156164384,7.156164384,307,MIN,0.197260274,0.005479452,,
2,1168,0.000681245,3.2,0.068124532,1.8,6.8,308,MIN,0.197260274,0.005479452,,
2,1349,0.000817494,3.695890411,0.081749438,1.304109589,6.304109589,309,MIN,0.197260274,0.005479452,,
2,1476,0.000953743,4.043835616,0.095374344,0.956164384,5.956164384,310,MIN,0.197260274,0.005479452,,
2,1495,0.001089993,4.095890411,0.108999251,0.904109589,5.904109589,311,MIN,0.197260274,0.005479452,,
2,1558,0.001226242,4.268493151,0.122624157,0.731506849,5.731506849,312,MIN,0.197260274,0.005479452,,
2,1578,0.001362491,4.323287671,0.136249063,0.676712329,5.676712329,313,MIN,0.197260274,0.005479452,,
2,1598,0.00149874,4.378082192,0.149873969,0.621917808,5.621917808,314,MIN,0.197260274,0.005479452,,
2,1632,0.001634989,4.471232877,0.163498876,0.528767123,5.528767123,315,MIN,0.197260274,0.005479452,,
2,1692,0.001771238,4.635616438,0.177123782,0.364383562,5.364383562,316,MIN,0.197260274,0.005479452,,
2,1714,0.001907487,4.695890411,0.190748688,0.304109589,5.304109589,317,MIN,0.197260274,0.005479452,,
2,1716,0.002043736,4.701369863,0.204373595,0.298630137,5.298630137,318,MIN,0.197260274,0.005479452,,
2,1897,0.002179985,5.197260274,0.217998501,0.197260274,4.802739726,319,MIN,0.197260274,0.005479452,1,
2,2104,0.002316234,5.764383562,0.231623407,0.764383562,4.235616438,320,MIN,0.197260274,0.005479452,,
2,2122,0.002452483,5.81369863,0.245248314,0.81369863,4.18630137,321,MIN,0.197260274,0.005479452,,
2,2181,0.002588732,5.975342466,0.25887322,0.975342466,4.024657534,322,MIN,0.197260274,0.005479452,,
2,2209,0.002724981,6.052054795,0.272498126,1.052054795,3.947945206,323,MIN,0.197260274,0.005479452,,
2,2215,0.00286123,6.068493151,0.286123033,1.068493151,3.931506849,324,MIN,0.197260274,0.005479452,,
2,2258,0.002997479,6.18630137,0.299747939,1.18630137,3.81369863,325,MIN,0.197260274,0.005479452,,
2,2265,0.003133729,6.205479452,0.313372845,1.205479452,3.794520548,326,MIN,0.197260274,0.005479452,,
2,2302,0.003269978,6.306849315,0.326997751,1.306849315,3.693150685,327,MIN,0.197260274,0.005479452,,
2,2502,0.003406247,6.854794521,0.340624686,1.854794521,3.14520548,328,MIN,0.197260274,0.005479452,,
2,2516,0.003542518,6.893150685,0.354251794,1.893150685,3.106849315,329,MIN,0.197260274,0.005479452,,
2,2530,0.003678789,6.931506849,0.367878903,1.931506849,3.068493151,330,MIN,0.197260274,0.005479452,,
2,2643,0.003815043,7.24109589,0.381504327,2.24109589,2.75890411,331,MIN,0.197260274,0.005479452,,
2,2683,0.003951298,7.350684932,0.395129751,2.350684932,2.649315069,332,MIN,0.197260274,0.005479452,,
2,2693,0.004087552,7.378082192,0.408755176,2.378082192,2.621917808,333,MIN,0.197260274,0.005479452,,
2,2700,0.004223806,7.397260274,0.4223806,2.397260274,2.602739726,334,MIN,0.197260274,0.005479452,,
2,2836,0.004360883,7.769863014,0.436088338,2.769863014,2.230136986,335,MIN,0.197260274,0.005479452,,
2,2864,0.004498215,7.846575343,0.449821495,2.846575343,2.153424658,336,MIN,0.197260274,0.005479452,,
2,2926,0.004636179,8.016438356,0.463617892,3.016438356,1.983561644,337,MIN,0.197260274,0.005479452,,
2,3033,0.004775704,8.309589041,0.477570397,3.309589041,1.690410959,338,MIN,0.197260274,0.005479452,,
2,3198,0.004917792,8.761643836,0.491779171,3.761643836,1.238356164,339,MIN,0.197260274,0.005479452,,
2,3278,0.005061527,8.980821918,0.506152705,3.980821918,1.019178082,340,MIN,0.197260274,0.005479452,,
2,3382,0.005207719,9.265753425,0.520771851,4.265753425,0.734246575,341,MIN,0.197260274,0.005479452,,
2,3402,0.005354124,9.320547945,0.5354124,4.320547945,0.679452055,342,MIN,0.197260274,0.005479452,,
2,3491,0.005502254,9.564383562,0.550225416,4.564383562,0.435616438,343,MIN,0.197260274,0.005479452,,
2,3509,0.005650861,9.61369863,0.565086088,4.61369863,0.38630137,344,MIN,0.197260274,0.005479452,,
2,3646,0.005805389,9.989041096,0.580538862,4.989041096,0.010958904,345,MIN,0.197260274,0.005479452,,
2,3648,0.005959951,9.994520548,0.595995133,4.994520548,0.005479452,346,MIN,0.197260274,0.005479452,,1
2,3661,0.006115167,10.03013699,0.611516728,5.030136986,0.030136986,347,MIN,0.197260274,0.005479452,,
2,3853,0.006272878,10.55616438,0.627287784,5.556164384,0.556164384,348,MIN,0.197260274,0.005479452,,
2,3872,0.006430844,10.60821918,0.643084358,5.608219178,0.608219178,349,MIN,0.197260274,0.005479452,,
2,3907,0.006589024,10.70410959,0.658902433,5.704109589,0.704109589,350,MIN,0.197260274,0.005479452,,
2,3915,0.00674727,10.7260274,0.674727022,5.726027397,0.726027397,351,MIN,0.197260274,0.005479452,,
2,3926,0.006905632,10.75616438,0.690563195,5.756164384,0.756164384,352,MIN,0.197260274,0.005479452,,
2,3954,0.007064102,10.83287671,0.70641018,5.832876712,0.832876712,353,MIN,0.197260274,0.005479452,,
2,3955,0.007222575,10.83561644,0.72225747,5.835616438,0.835616438,354,MIN,0.197260274,0.005479452,,
2,4020,0.007380942,11.01369863,0.738094189,6.01369863,1.01369863,355,MIN,0.197260274,0.005479452,,
2,4030,0.007539322,11.04109589,0.753932159,6.04109589,1.04109589,356,MIN,0.197260274,0.005479452,,
2,4053,0.007697682,11.10410959,0.769768236,6.104109589,1.104109589,357,MIN,0.197260274,0.005479452,,
2,4060,0.007855999,11.12328767,0.7855999,6.123287671,1.123287671,358,MIN,0.197260274,0.005479452,,
2,4120,0.008014629,11.28767123,0.801462888,6.287671233,1.287671233,359,MIN,0.197260274,0.005479452,,
2,4133,0.008173269,11.32328767,0.817326892,6.323287671,1.323287671,360,MIN,0.197260274,0.005479452,,
2,4138,0.008331909,11.3369863,0.833190895,6.336986301,1.336986301,361,MIN,0.197260274,0.005479452,,
2,4170,0.008490615,11.42465753,0.849061462,6.424657534,1.424657534,362,MIN,0.197260274,0.005479452,,
2,4181,0.008649425,11.45479452,0.864942445,6.454794521,1.454794521,363,MIN,0.197260274,0.005479452,,
2,4201,0.008808321,11.50958904,0.880832046,6.509589041,1.509589041,364,MIN,0.197260274,0.005479452,,
2,4221,0.008967205,11.56438356,0.896720528,6.564383562,1.564383562,365,MIN,0.197260274,0.005479452,,
2,4284,0.009126077,11.7369863,0.912607653,6.736986301,1.736986301,366,MIN,0.197260274,0.005479452,,
2,4290,0.009284952,11.75342466,0.928495157,6.753424658,1.753424658,367,MIN,0.197260274,0.005479452,,
2,4361,0.009443937,11.94794521,0.944393663,6.947945206,1.947945206,368,MIN,0.197260274,0.005479452,,
2,4379,0.009602934,11.99726027,0.960293358,6.997260274,1.997260274,369,MIN,0.197260274,0.005479452,,
2,4421,0.009762022,12.11232877,0.97620217,7.112328767,2.112328767,370,MIN,0.197260274,0.005479452,,
2,4435,0.009921169,12.15068493,0.992116911,7.150684932,2.150684932,371,MIN,0.197260274,0.005479452,,
2,4477,0.010082591,12.26575343,1.008259099,7.265753425,2.265753425,372,MIN,0.197260274,0.005479452,,
2,4489,0.010245283,12.29863014,1.024528256,7.298630137,2.298630137,373,MIN,0.197260274,0.005479452,,
2,4647,0.010427434,12.73150685,1.042743399,7.731506849,2.731506849,374,MIN,0.197260274,0.005479452,,
2,4800,0.010622809,13.15068493,1.062280907,8.150684932,3.150684932,375,MIN,0.197260274,0.005479452,,
2,5023,0.010852514,13.76164384,1.085251409,8.761643836,3.761643836,376,MIN,0.197260274,0.005479452,,
2,5191,0.011111908,14.22191781,1.11119081,9.221917808,4.221917808,377,MIN,0.197260274,0.005479452,,
2,5304,0.011403255,14.53150685,1.140325498,9.531506849,4.531506849,378,MIN,0.197260274,0.005479452,,
2,5443,0.011764271,14.91232877,1.176427056,9.912328767,4.912328767,379,MIN,0.197260274,0.005479452,,
2,5698,0.012479037,15.6109589,1.247903713,10.6109589,5.610958904,380,MIN,0.197260274,0.005479452,,
